"歷年紙本雜誌各類型出版種數及出版家數","","","",""
"","","","",""
"1. 本研究於108年4月至6月、109年7月至8月盤點上述四大網路書店所得之資料。
2. 各網路書店所上架的紙本雜誌，彼此間可能重複，故各家比例加總非等於100.0%。","","","",""
"T","C","R","R","R"
"年(民國)","","種","家","%"
"","","0","0","0"
"年度","紙本雜誌類型","出版種數","廠商家數","廠商佔比"
"105","人文社會","11","13","5.35%"
"105","文學史地","22","20","8.23%"
"105","臺灣地方誌","5","8","3.29%"
"105","休閒嗜好","73","73","30.04%"
"105","同志閱讀","2","3","1.23%"
"105","自然科學","1","3","1.23%"
"105","汽機車","24","24","9.88%"
"105","男性風尚","16","15","6.17%"
"105","建築裝潢","27","28","11.52%"
"105","流行時尚","35","28","11.52%"
"105","相機攝影","8","14","5.76%"
"105","音樂音響","7","6","2.47%"
"105","音樂藝術","7","8","3.29%"
"105","家庭生活","33","30","12.35%"
"105","旅遊情報","24","24","9.88%"
"105","時尚美妝","15","18","7.41%"
"105","財經企管","49","46","18.93%"
"105","新聞時事","21","19","7.82%"
"105","運動競技","36","18","7.41%"
"105","電腦科學","23","25","10.29%"
"105","語言學習","32","12","4.94%"
"105","影視偶像","10","13","5.35%"
"105","調查研究報告","7","19","7.82%"
"105","學術期刊","60","31","12.76%"
"105","機關雜誌","53","43","17.70%"
"105","親子育樂","20","16","6.58%"
"105","藝術設計","28","24","9.88%"
"105","其它","5","-","-"
"106","人文社會","12","12","3.64%"
"106","文學史地","25","22","6.67%"
"106","臺灣地方誌","10","7","2.12%"
"106","休閒嗜好","96","47","14.24%"
"106","同志閱讀","1","1","0.30%"
"106","自然科學","7","4","1.21%"
"106","汽機車","19","17","5.15%"
"106","男性風尚","30","24","7.27%"
"106","建築裝潢","29","20","6.06%"
"106","流行時尚","27","25","7.58%"
"106","相機攝影","7","7","2.12%"
"106","音樂音響","6","4","1.21%"
"106","音樂藝術","26","17","5.15%"
"106","家庭生活","68","38","11.52%"
"106","旅遊情報","53","25","7.58%"
"106","時尚美妝","35","22","6.67%"
"106","財經企管","196","42","12.73%"
"106","新聞時事","8","7","2.12%"
"106","運動競技","8","7","2.12%"
"106","電腦科學","47","27","8.18%"
"106","語言學習","36","9","2.73%"
"106","影視偶像","14","12","3.64%"
"106","調查研究報告","3","3","0.91%"
"106","學術期刊","181","4","1.21%"
"106","機關雜誌","4","2","0.61%"
"106","親子育樂","54","23","6.97%"
"106","藝術設計","22","20","6.06%"
"106","其它","-","-","-"
"107","人文社會","19","16","4.49%"
"107","文學史地","27","23","6.46%"
"107","臺灣地方誌","11","11","3.09%"
"107","休閒嗜好","87","58","16.29%"
"107","同志閱讀","7","4","1.12%"
"107","自然科學","16","4","1.12%"
"107","汽機車","22","17","4.78%"
"107","男性風尚","34","20","5.62%"
"107","建築裝潢","29","18","5.06%"
"107","流行時尚","26","20","5.62%"
"107","相機攝影","6","6","1.69%"
"107","音樂音響","8","7","1.97%"
"107","音樂藝術","12","10","2.81%"
"107","家庭生活","72","22","6.18%"
"107","旅遊情報","61","26","7.30%"
"107","時尚美妝","38","26","7.30%"
"107","財經企管","218","44","12.36%"
"107","新聞時事","14","11","3.09%"
"107","運動競技","24","13","3.65%"
"107","電腦科學","43","24","6.74%"
"107","語言學習","45","11","3.09%"
"107","影視偶像","21","10","2.81%"
"107","調查研究報告","4","4","1.12%"
"107","學術期刊","4","4","1.12%"
"107","機關雜誌","5","5","1.40%"
"107","親子育樂","52","22","6.18%"
"107","藝術設計","28","21","5.90%"
"107","其它","13","-","-"
"108","人文社會","25","23","7.03%"
"108","文學史地","23","21","6.42%"
"108","臺灣地方誌","6","6","1.83%"
"108","休閒嗜好","46","36","11.01%"
"108","同志閱讀","8","5","1.53%"
"108","自然科學","4","2","0.61%"
"108","汽機車","14","11","3.36%"
"108","男性風尚","30","15","4.59%"
"108","建築裝潢","27","16","4.89%"
"108","流行時尚","31","22","6.73%"
"108","相機攝影","7","5","1.53%"
"108","音樂音響","5","5","1.53%"
"108","音樂藝術","8","7","2.14%"
"108","家庭生活","105","28","8.56%"
"108","旅遊情報","35","21","6.42%"
"108","時尚美妝","32","21","6.42%"
"108","財經企管","187","42","12.84%"
"108","新聞時事","12","12","3.67%"
"108","運動競技","20","14","4.28%"
"108","電腦科學","52","27","8.26%"
"108","語言學習","37","13","3.98%"
"108","影視偶像","15","7","2.14%"
"108","調查研究報告","3","3","0.92%"
"108","學術期刊","4","4","1.22%"
"108","機關雜誌","4","4","1.22%"
"108","親子育樂","45","18","5.50%"
"108","藝術設計","22","19","5.81%"
"108","其它","-","-","-"
