"歷年紙本雜誌各類型出版售價","","",""
"","","",""
"1. 本研究於108年4月至6月、109年7月至8月盤點上述四大網路書店所得之資料。
2. 各網路書店所上架的紙本雜誌，彼此間可能重複，故各家比例加總非等於100.0%。","","",""
"T","C","R","R"
"年(民國)","","元新臺幣","元新臺幣"
"","","0","0"
"年度","紙本雜誌類型","價格(平均)","價格(眾數)"
"105","人文社會","177","200"
"105","文學史地","203","250"
"105","臺灣地方誌","213","250"
"105","休閒嗜好","233","168"
"105","同志閱讀","446","380"
"105","自然科學","319","380"
"105","汽機車","139","200"
"105","男性風尚","312","200"
"105","建築裝潢","204","200"
"105","流行時尚","216","300"
"105","相機攝影","317","450"
"105","音樂音響","205","200"
"105","音樂藝術","227","180"
"105","家庭生活","134","99"
"105","旅遊情報","207","250"
"105","時尚美妝","183","128"
"105","財經企管","145","99"
"105","新聞時事","158","150"
"105","運動競技","177","180"
"105","電腦科學","218","200"
"105","語言學習","309","220"
"105","影視偶像","172","128"
"105","調查研究報告","253","200"
"105","學術期刊","264","200"
"105","機關雜誌","168","150"
"105","親子育樂","210","150"
"105","藝術設計","263","280"
"105","其它","170","170"
"106","人文社會","171","150"
"106","文學史地","206","200"
"106","臺灣地方誌","216","250"
"106","休閒嗜好","235","168"
"106","同志閱讀","380","380"
"106","自然科學","291","299"
"106","汽機車","158","99"
"106","男性風尚","299","200"
"106","建築裝潢","200","200"
"106","流行時尚","218","200"
"106","相機攝影","285","220"
"106","音樂音響","206","200"
"106","音樂藝術","227","180"
"106","家庭生活","136","99"
"106","旅遊情報","206","99"
"106","時尚美妝","179","128"
"106","財經企管","140","99"
"106","新聞時事","148","150"
"106","運動競技","208","180"
"106","電腦科學","241","200"
"106","語言學習","314","199"
"106","影視偶像","175","199"
"106","調查研究報告","339","-"
"106","學術期刊","263","300"
"106","機關雜誌","170","-"
"106","親子育樂","201","198"
"106","藝術設計","264","280"
"106","其它","-","-"
"107","人文社會","206","190"
"107","文學史地","232","162"
"107","臺灣地方誌","192","190"
"107","休閒嗜好","250","189"
"107","同志閱讀","416","456"
"107","自然科學","305","284"
"107","汽機車","184","190"
"107","男性風尚","326","189"
"107","建築裝潢","196","190"
"107","流行時尚","196","190"
"107","相機攝影","171","165"
"107","音樂音響","188","190"
"107","音樂藝術","321","741"
"107","家庭生活","131","94"
"107","旅遊情報","158","189"
"107","時尚美妝","207","190"
"107","財經企管","140","94"
"107","新聞時事","161","122"
"107","運動競技","182","189"
"107","電腦科學","232","224"
"107","語言學習","228","131"
"107","影視偶像","323","122"
"107","調查研究報告","257","238"
"107","學術期刊","224","200"
"107","機關雜誌","149","124"
"107","親子育樂","231","160"
"107","藝術設計","219","266"
"107","其它","329","142"
"108","人文社會","205","100"
"108","文學史地","220","190"
"108","臺灣地方誌","202","143"
"108","休閒嗜好","263","190"
"108","同志閱讀","516","760"
"108","自然科學","323","284"
"108","汽機車","162","160"
"108","男性風尚","436","190"
"108","建築裝潢","230","190"
"108","流行時尚","174","190"
"108","相機攝影","339","333"
"108","音樂音響","197","190"
"108","音樂藝術","241","238"
"108","家庭生活","129","94"
"108","旅遊情報","174","238"
"108","時尚美妝","223","190"
"108","財經企管","145","94"
"108","新聞時事","169","143"
"108","運動競技","192","160"
"108","電腦科學","238","284"
"108","語言學習","202","284"
"108","影視偶像","204","131"
"108","調查研究報告","263","238"
"108","學術期刊","226","190"
"108","機關雜誌","226","190"
"108","親子育樂","284","160"
"108","藝術設計","222","171"
"108","其它","-","-"
"109","人文文學","213","180"
"109","性感寫真","713","759"
"109","自然科學","267","284"
"109","流行時尚","191","190"
"109","生活品味","253","143"
"109","旅遊情報","185","238"
"109","財經時事","148","94"
"109","硬派風格","222","190"
"109","語言學習","320","284"
"109","保健醫療","123","94"
"109","親子育樂","272","69"
"109","藝術設計","216","179"
"109","其它","－","－"
