"歷年電子雜誌各類型出版種類與家數","","","",""
"","","","",""
"以店銷型雜誌為主。因同一廠商可能會出版2種類型以上的電子雜誌，故各項電子雜誌類型之廠商家數百分比加總不等於100.0%，廠商家數總計為已扣除重複者之數字。","","","",""
"T","C","R","R","R"
"年(民國)","","種","家","%"
"","","0","0","0"
"年度","雜誌類型","出版種數","廠商家數","廠商佔比"
"105","人文社會","5","3","0.0138"
"105","女性時尚","39","28","0.129"
"105","文學宗教","9","7","0.0323"
"105","休閒生活","108","63","0.2903"
"105","成人","21","9","0.0415"
"105","汽車音響","2","2","0.0092"
"105","男性風尚","30","18","0.0829"
"105","親子家庭","2","2","0.0092"
"105","流行時尚","10","9","0.0415"
"105","財經企管","54","40","0.1843"
"105","商業理財","7","7","0.0323"
"105","新聞娛樂","39","30","0.1382"
"105","運動競技","15","11","0.0507"
"105","語言電腦","49","19","0.0876"
"105","藝術設計","48","25","0.1152"
"105","影視娛樂","2","2","0.0092"
"105","其它","3","2","0.0092"
"106","人文社會","11","11","0.0545"
"106","女性時尚","29","17","0.0842"
"106","文學宗教","10","7","0.0347"
"106","休閒生活","129","60","0.297"
"106","成人","50","7","0.0347"
"106","汽車音響","58","10","0.0495"
"106","男性風尚","20","14","0.0693"
"106","親子家庭","9","7","0.0347"
"106","流行時尚","31","21","0.104"
"106","財經企管","47","25","0.1238"
"106","商業理財","35","18","0.0891"
"106","新聞娛樂","39","20","0.099"
"106","運動競技","21","11","0.0545"
"106","語言電腦","41","15","0.0743"
"106","藝術設計","42","24","0.1188"
"106","影視娛樂","6","4","0.0198"
"106","其它","5","4","0.0198"
"107","人文社會","5","5","0.0163"
"107","女性時尚","41","26","0.085"
"107","文學宗教","14","11","0.0359"
"107","休閒生活","130","77","0.2516"
"107","成人","162","73","0.2386"
"107","汽車音響","26","10","0.0327"
"107","男性風尚","34","24","0.0784"
"107","親子家庭","20","18","0.0588"
"107","流行時尚","7","6","0.0196"
"107","財經企管","48","31","0.1013"
"107","商業理財","37","16","0.0523"
"107","新聞娛樂","39","32","0.1046"
"107","運動競技","15","8","0.0261"
"107","語言電腦","45","23","0.0752"
"107","藝術設計","36","24","0.0784"
"107","影視娛樂","-","-","-"
"107","其它","1","1","0.0033"
"108","人文社會","8","4","0.0135"
"108","女性時尚","28","18","0.0606"
"108","文學宗教","13","10","0.0337"
"108","休閒生活","105","61","0.2054"
"108","成人","194","88","0.2963"
"108","汽車音響","22","9","0.0303"
"108","男性風尚","33","14","0.0471"
"108","親子家庭","38","22","0.0741"
"108","流行時尚","10","5","0.0168"
"108","財經企管","72","39","0.1313"
"108","商業理財","18","9","0.0303"
"108","新聞娛樂","37","27","0.0909"
"108","運動競技","12","5","0.0168"
"108","語言電腦","47","19","0.064"
"108","藝術設計","27","21","0.0707"
"108","影視娛樂","-","-","-"
"108","其它","1","1","0.0034"
