"108-110年電視內容海外收入來源國別（家數比重）","",""
"","",""
"資料來源：台灣經濟研究院整理自問卷調查回收。","",""
"T","N","R"
"年(民國)","","%"
"","","0"
"年度","類別","比重"
"108","中國（不含港澳）","65.63"
"108","東南亞","53.13"
"108","香港","43.75"
"108","日本","37.5"
"108","美國","37.5"
"108","歐洲","25"
"108","韓國","15.629999999999999"
"108","紐澳","6.25"
"108","其他","3.1300000000000003"
"109","中國（不含港澳）","56.67"
"109","東南亞","50"
"109","香港","40"
"109","日本","40"
"109","美國","20"
"109","歐洲","13.33"
"109","韓國","20"
"109","紐澳","3.33"
"109","西亞地區","3.33"
"109","其他","20"
"110","中國（不含港澳）","48.84"
"110","東南亞","51.16"
"110","香港","41.86"
"110","日本","36.56"
"110","美國","27.91"
"110","歐洲","18.6"
"110","韓國","16.28"
"110","紐澳","6.98"
"110","其他","16.28"
